cos_day,rh_7d,rh_3d,RH2M,rh_lag_2,rh_lag_7,high_humidity,WS10M,wind_3d,sin_day,rh_lag_3,rain_14d,T2M,temp_lag_7,rain_lag_3,PRECTOTCORR,rain_3d,rain_7d,temp_range,rain_lag_1,month,date,target_3d,target_5d,target_7d,target_score_5d
-0.64534811322955,81.45142857142856,81.99333333333331,82.97,80.89,79.38,1,6.62,7.306666666666665,-0.7638886127905429,80.69,2.1899999999999857,27.62,27.79,0.24,0.17,0.600000000000009,1.3499999999999504,0.9499999999999992,0.19,8,2023-08-21,1.0,0.0,1.0,0.5032521660575698
-0.6321034111873488,81.78571428571429,82.82666666666665,83.39,82.12,81.05,1,5.2,6.409999999999999,-0.7748840413670406,80.89,2.029999999999986,27.56,27.81,0.24,0.07,0.4300000000000089,1.2699999999999505,0.259999999999998,0.17,8,2023-08-22,1.0,0.0,1.0,0.5032768036792181
-0.6186714032625032,82.37142857142858,83.93999999999998,85.46,82.97,81.36,1,5.46,5.759999999999998,-0.7856498550787144,82.12,1.969999999999985,27.71,27.79,0.19,0.25,0.4900000000000089,1.35999999999995,0.8599999999999994,0.07,8,2023-08-23,0.0,1.0,1.0,0.9042992649776208
-0.6050560696488494,82.73285714285714,84.15333333333331,83.61,83.39,81.08,1,6.64,5.766666666666666,-0.7961828637826154,82.97,3.119999999999986,28.34,27.92,0.17,1.28,1.600000000000009,2.43999999999995,0.7199999999999989,0.25,8,2023-08-24,0.0,1.0,1.0,0.9046688293023446
-0.5912614448635782,83.3157142857143,84.61333333333332,84.77,85.46,80.69,1,6.69,6.263333333333333,-0.8064799463209447,83.39,3.7099999999999858,28.36,28.05,0.07,0.6,2.1300000000000088,2.7999999999999505,0.6899999999999977,1.28,8,2023-08-25,1.0,1.0,0.0,0.9047057857348172
-0.5772916165517278,83.04857142857144,82.46666666666664,79.02,83.61,80.89,0,6.98,6.769999999999999,-0.8165380514459157,85.46,3.6999999999999855,28.61,28.02,0.25,0.08,1.9600000000000088,2.6399999999999504,0.25,0.6,8,2023-08-26,1.0,1.0,1.0,0.9033999917874592
-0.5631507242749187,82.50857142857144,80.70999999999998,78.34,84.77,82.12,0,6.04,6.569999999999999,-0.8263541987239094,83.61,3.889999999999986,28.65,27.93,1.28,0.21,0.8900000000000086,2.6599999999999504,0.620000000000001,0.08,8,2023-08-27,1.0,0.0,0.0,0.5028579641111978
-0.5488429582847199,82.60857142857142,80.34333333333332,83.67,79.02,82.97,1,6.65,6.556666666666666,-0.8359254794186365,84.77,4.839999999999986,28.13,27.62,0.6,1.0,1.2900000000000085,3.4899999999999505,0.509999999999998,0.21,8,2023-08-28,1.0,1.0,1.0,0.9029441957869666
-0.5343725582809785,82.19142857142857,80.82666666666664,80.47,78.34,83.39,1,5.98,6.223333333333333,-0.8452490573530634,79.02,5.059999999999985,28.16,27.56,0.08,0.37,1.5800000000000085,3.78999999999995,0.8200000000000003,1.0,8,2023-08-29,0.0,0.0,1.0,0.5030181086519114
-0.5197438121555157,81.67428571428572,81.99333333333331,81.84,83.67,85.46,1,3.85,5.493333333333332,-0.8543221697498269,78.34,5.179999999999986,27.61,27.71,0.21,0.28,1.6500000000000086,3.81999999999995,0.4400000000000013,0.37,8,2023-08-30,1.0,1.0,1.0,0.9025992690838912
